key,cycle,card_id,title_zh,title_en,kind,auto_settle,grants,base,modifiers,manual,unresolved,warnings,confidence,notes
c2:13636,c2,13636,黑色淤泥,Black Sludge,none,none,,,,随机确定一个方向。 / 在你们当前地图板块的所选方向侧边放置一枚 ICON(深色淤泥状指示物) 指示物。 / 所有从当前板块通往该方向的水路被封锁。 / 下一次定时战斗后弃置此 ICON(深色淤泥状指示物) 指示物。 / [ICON(深色五边形内白色Ψ状符号) 7+ or ICON(深色五边形内白色动物剪影) 6+] ICON(深色五边形内白色Ψ状符号) 7+ or ICON(深色五边形内白色动物剪影) 6+ Gain +1 ICON(三角形轮廓内的小符号)。,,,medium,"Chinese panel read clearly. Sludge marker glyph and the 'Gain +1' resource glyph are small icons; first lozenge threshold reads 7+, second 6+."
c2:13637,c2,13637,咯咯笑,Cackle,none,none,,,,[ICON(white Ψ-shaped glyph in dark pentagon) 8+] Resolve an additional ICON(black disc with white beast-head emblem).,,,high,"Badge lozenge carries an icon plus '8+', no word. In-text icon is a dark disc with a white emblem, not spelled out."
c2:13638,c2,13638,私人授课,Private Lesson,none,none,,,,"At the end of the current step, go to the Cruel Lesson Battle. / [ICON(white Ψ-shaped glyph in dark pentagon) 8+] At the start of this battle, Escalate 1.",,,high,Text fully legible; 'Cruel Lesson' printed in italics. Badge lozenge holds an icon plus '8+'. Removal line differs from the other cards.
c2:13639,c2,13639,道德侵蚀,Moral Erosion,none,none,,,,Gain +1 ICON(outlined triangle with small inner glyph) or lose -1 Humanity. / [ICON(white human figure in dark pentagon) 5+] Gain +1 ICON(solid dark inverted triangle with white Ψ glyph). / [ICON(white Ψ-shaped glyph in dark pentagon) 6+] Gain +1 ICON(solid dark inverted triangle with white Ψ glyph).,,,medium,"Wording and numbers clear; the resource glyphs are icons (outlined triangle vs solid inverted triangle) I could not resolve to names. Badge icons: figure 5+, Ψ 6+."
c2:13640,c2,13640,走私者,Smugglers,none,none,,,,Trading: You may exchange (up to 5 times): / 3 War Trireme » 1 Relief / 4 War Trireme » 1 War Machine / 1 Relief » 1 War Trireme / 1 War Machine » 2 War Trireme / 1 Cyclopean Metal or Chimeric Tar » 2 Violent Ambrosia / 1 Black Chain or Supersolid Relief Mass » 3 Violent Ambrosia / 4 Violent Ambrosia » 1 Cyclopean Metal or Chimeric Tar / 5 Violent Ambrosia » 1 Black Chain or Supersolid Relief Mass,,,medium,"Card image is rotated 90°; all nine lines read after rotating. These are two-way trades, so nothing was listed as a plain resource gain."
c2:13641,c2,13641,间谍网络,Spy Network,none,none,,,,Gain +1 ICON(dark banner-shaped glyph). / Roll a d10. / [Allied] On 8+ gain +1 ICON(dark structure-with-cross glyph).,,,medium,"Badge lozenge reads 'Allied' clearly. Both resource glyphs are small dark icons (banner-like, structure-like) that I could not resolve to printed names."
c3:13500,c3,13500,深渊聆听,Abyss Listens,resource-plus,partial,Skin of Malice ×2,Skin of Malice×2,,[Denounced-] Gain +1 Λ as a group.,,,high,"Disc numeral is a serif 'I' (looks like Roman I), unlike the arabic digits on neighbouring cards. Bold glyph in '+1 Λ' reads as lambda/A."
c3:13501,c3,13501,末世前的铸造厂,Pre-Eschaton Foundry,resource-only,full,Daedalus Makina ×2；Denounced-（-2 或更差） → Daedalus Makina ×1,Daedalus Makina×2,[Denounced-]Daedalus Makina×1（替换）,,,,high,Single-line base effect; badge lozenge reads 'Denounced-' clearly.
c3:13502,c3,13502,赫利俄斯神殿,Temple of Helios,resource-plus,partial,Sirenshell ×2,Sirenshell×2,,[Denounced-] Gain +1 Ψ as a group.,,,high,Second symbol is a bold trident-like glyph read as Ψ (psi). Badge 'Denounced-'.
c3:13503,c3,13503,深渊诉说,Abyss Speaks,resource-only,full,Living Abyss ×2；Friendly+（+1 或更好） → Living Abyss ×3,Living Abyss×2,[Friendly+]Living Abyss×3（替换）,,,,high,Badge printed 'Friendly+' with trailing plus; amounts 2 and 3 clear.
c3:13504,c3,13504,隐秘工坊,Hidden Workshop,resource-only,full,Daedalus Makina ×1；Friendly+（+1 或更好） → Daedalus Makina ×2,Daedalus Makina×1,[Friendly+]Daedalus Makina×2（替换）,,,,high,"Singular 'resource' on base line, plural on the instead line, as printed."
c3:13505,c3,13505,赫利俄斯神龛,Shrine to Helios,resource-only,full,Sirenshell ×1；Friendly+（+1 或更好） → Sirenshell ×2,Sirenshell×1,[Friendly+]Sirenshell×2（替换）,,,,high,Both lines fully legible; badge 'Friendly+'.
c3:13506,c3,13506,深渊命令,Abyss Commands,resource-plus,partial,Living Abyss ×2,Living Abyss×2,,[Denounced-] Gain +1 Ω as a group. / [Denounced-] Gain as many Λ as a group as you have total Ω as a group.,,,high,"Both sentences follow the single 'Denounced-' lozenge, so the badge is carried onto each; bold Λ glyph read as lambda/A, Ω clear."
c3:13507,c3,13507,深渊低语,ABYSS WHISPERS,resource-only,full,Living Abyss ×1；Friendly+（+1 或更好） → Living Abyss ×2,Living Abyss×1,[Friendly+]Living Abyss×2（替换）,,,,high,"Badge lozenge prints 'Friendly+' with the plus attached at its right edge; thin divider separates the base grant from the replacement. Disc 8, code CB1637."
c3:13508,c3,13508,赫利俄斯神殿,TEMPLE OF HELIOS,resource-plus,partial,Sirenshell ×2,Sirenshell×2,,[Denounced-] Gain +1 Ψ as a group.,,,high,"Conditioned line's glyph after '+1' is a solid Greek psi (Ψ), kept verbatim; not a resource name. Badge 'Denounced-' with trailing hyphen. Disc 9, code CB1647."
c3:13509,c3,13509,冻土人废墟,HYPERBOREAN RUINS,resource-plus,partial,Hyperborean Alloy ×2,Hyperborean Alloy×2,,[Denounced-] Gain +1 A as a group.,,,high,"Stat glyph after '+1' is a bold crossbar-less A-like symbol, read as A (agrees with the OCR baseline 'Gain +1 A as a group.'). Badge 'Denounced-'. Disc prints I+O style '10'; code CB1666."
c3:13510,c3,13510,代达罗斯考古工坊,DAEDALUS ARCHARTIFICERY,resource-plus,partial,Daedalus Makina ×3,Daedalus Makina×3,,[Allied] Gain +1 ICON(open book with a flame above it) (once until the next Timeline Battle).,,,medium,"Pictogram after '+1' is small: dark book/monument-like glyph, unresolved; read as the c1:6430 glyph (same template). Disc prints II style '11'; code CB1669."
c3:13511,c3,13511,塞壬的许珀里翁神殿,SIREN TEMPLE OF HYPERION,resource-only,full,Sirenshell ×3；Allied（+2 或更好） → Antedeluvian Sirenshell Rare ×1,Sirenshell×3,[Allied]Antedeluvian Sirenshell Rare×1（追加）,,,,high,"Badge 'Allied'. Resource prints 'Antedeluvian' (as spelled on card). Chinese 3rd glyph is small (壬 vs 王) - read as 塞壬 (Siren). Disc 12, code CB1676."
c3:13512,c3,13512,深渊思虑,ABYSS CONTEMPLATES,resource-plus,partial,Skin of Malice ×1,Skin of Malice×1,,[Denounced-] Gain +1 A as a group.,,,high,Badge 'Denounced-'; the bold A-like stat glyph is identical in shape to the one on c3:13509. Disc prints I3 style '13'; code CB1641.
c3:13513,c3,13513,远古仓库,ANCIENT REPOSITORY,resource-plus,partial,Hyperborean Alloy ×3,Hyperborean Alloy×3,,[At War] Lose -1 Titan.,,,high,"Badge 'At War'; the conditioned line ends in the dark Titan glyph rather than a printed word, so it yields no resource. Disc 14, code CB1664."
c3:13514,c3,13514,远古仓库,Ancient Repository,resource-plus,partial,Hyperborean Alloy ×3,Hyperborean Alloy×3,,[At War] Lose -1 ICON(black disc-with-emblem glyph).,,,medium,"Badge 'At War' clear; the loss line ends in a small black picture glyph (round mass with pale emblem over a tapered base), not a printed word - same glyph the c1 batch logged as disc-with-emblem. Amount 3 and code CB1668 clear."
c3:13515,c3,13515,被遗忘的伊阿珀托斯神殿,Forgotten Temple of Iapetus,resource-plus,partial,Sirenshell ×2,Sirenshell×2,,[Allied] Place 1 ICON(black emblem glyph) on Inward Odyssey (once until the next Timeline Battle).,,,medium,"Badge 'Allied' clear. Token after 'Place 1' is a dark picture glyph (broad band tapering to a downward point), not a readable word; left as ICON. Wording 'Inward Odyssey (once until the next Timeline Battle)' legible."
c3:13516,c3,13516,冻土人图书馆,Hyperborean Library,resource-plus,partial,Hyperborean Alloy ×4,Hyperborean Alloy×4,,[Denounced-] Gain +1 Λ as a group.,,,high,"Bold stat glyph (apex with two straight diverging legs) is pixel-identical to the one c3:13500 prints for 'Gain +1 Λ as a group.', so read as Λ. Badge lozenge prints 'Denounced-' with trailing hyphen."
c3:13517,c3,13517,巨型赫利俄斯圆形神庙,Grand Tholos of Helios,resource-plus,partial,Sirenshell ×4,Sirenshell×4,,[Denounced-] Gain +1 ICON(black emblem glyph).,,,medium,"Stat glyph after '+1' is a picture symbol (pointed top splitting into splayed arms, tapering tail) - clearly not the Λ, Ψ or Ω glyphs, so not named. Badge 'Denounced-'."
c3:13518,c3,13518,赫利俄斯神龛,Shrine to Helios,resource-only,full,Sirenshell ×1；Friendly+（+1 或更好） → Sirenshell ×2,Sirenshell×1,[Friendly+]Sirenshell×2（替换）,,,,high,"Singular 'resource' on the base line, plural 'resources' on the instead line, both as printed. Badge 'Friendly+' with trailing plus; divider separates base from replacement."
c3:13519,c3,13519,冻土人图书馆,Hyperborean Library,resource-plus,partial,Hyperborean Alloy ×4,Hyperborean Alloy×4,,[Allied] Lose -1 ICON(black emblem glyph).,,,medium,"Badge 'Allied' clear. Loss target is the same dark picture glyph as on c3:13515/c3:13520 (broad band tapering to a downward point), not a word; left as ICON. Amount 4 and code CB1662 clear."
c3:13520,c3,13520,代达罗斯考古工坊,Daedalus Archartificery,resource-plus,partial,Daedalus Makina ×3,Daedalus Makina×3,,[Allied] Gain +1 ICON(black emblem glyph).,,,medium,"Badge 'Allied' clear. The '+1' target is the same dark picture glyph as on c3:13515/c3:13519, so it is not a printed resource name and sits in otherEffects. Amount 3 and code CB1670 clear."
c3:13521,c3,13521,巨型赫利俄斯神殿,GRAND TEMPLE OF HELIOS,resource-plus,partial,Sirenshell ×3,Sirenshell×3,,You may gain +3 ICON(black droplet/shield glyph with a white inverted triangle inside) to gain +1 Priest.,,,medium,"Line 2 is an optional 'you may' trade; its +3 is a small dark droplet/shield glyph (white triangle inside), not a word, so its resource name is unresolved."
c3:13522,c3,13522,深渊沉思,ABYSS CONTEMPLATES,resource-only,full,Skin of Malice ×1；Friendly+（+1 或更好） → Skin of Malice ×2,Skin of Malice×1,[Friendly+]Skin of Malice×2（替换）,,,,high,"Thin divider separates the base effect from the 'Friendly+' replacement branch. Code CB1640, disc 23."
c3:13523,c3,13523,毁坏的冻土人都市,RUINED HYPERBOREAN METROPOLIS,resource-plus,partial,Hyperborean Alloy ×5,Hyperborean Alloy×5,,[Allied] Lose -1 ICON(black droplet/shield glyph with a white inverted triangle inside).,,,medium,"Badge lozenge reads 'Allied'; the conditioned line is a loss, not a grant. Its glyph is a small dark droplet/shield - name unresolved."
c3:13524,c3,13524,青铜人实验室,BRONZE PEOPLE LABORATORY,resource-plus,partial,Daedalus Makina ×5,Daedalus Makina×5,,"[Denounced-] Gain +1 ICON(white outlined angular glyph, like a slanted bracket).",,,medium,"Badge 'Denounced-' with trailing hyphen. The conditioned +1 is a small outlined glyph, not a word; its shape/resource is unresolved."
c3:13525,c3,13525,冻土人的柯罗诺斯神殿,HYPERBOREAN TEMPLE OF CRONUS,resource-plus,partial,Sirenshell ×5,Sirenshell×5,,"[Denounced-] Gain +1 ICON(white outlined angular glyph, like a slanted bracket).",,,medium,"Same title as c3:13527; badge 'Denounced-'. The conditioned +1 is the same small outlined glyph as c3:13524, name unresolved."
c3:13526,c3,13526,飞空摇篮,SOARING CRADLE,resource-plus,partial,Hyperborean Alloy ×6,Hyperborean Alloy×6,,[Denounced-] Gain +1 ICON(black droplet/shield glyph with a white inverted triangle inside).,,,medium,"Six Hyperborean Alloy clearly printed; badge 'Denounced-' with trailing hyphen. The conditioned +1 glyph is a dark droplet/shield, name unresolved."
c3:13527,c3,13527,冻土人的柯罗诺斯神殿,HYPERBOREAN TEMPLE OF CRONUS,resource-only,full,Sirenshell ×5；Allied（+2 或更好） → Daedalus Makina ×1,Sirenshell×5,[Allied]Daedalus Makina×1（追加）,,,,high,"Same title as c3:13525 but disc 28 and code CB1667; badge 'Allied' clearly legible, no glyphs in the panel."
c3:13528,c3,13528,泰坦,TITAN,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,high,"Thin divider separates the base line from the 'Friendly+' line. Titan and Ω are track gains, not Argo resources, so resourceGains is empty (as for c1:6416)."
c3:13529,c3,13529,未驯服的泰坦,UNTAMED TITAN,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,high,Panel wording identical to c3:13528; disc 30 and code CB1649. Divider separates the base line from the 'Friendly+' line; both are track gains.
c3:13530,c3,13530,德尔菲人舰队,DELPHIAN FLEET,none,none,,,,Resolve an effect based on your Diplomacy with Delphians. / [Allied] Gain +1 ICON(pale outlined inverted-triangle glyph with a small inner emblem). / [Friendly] Gain +1 Titan. / [Neutral] Each Argonaut gains +1 A. / [Unfriendly] Gain +1 ICON(solid dark inverted triangle with a white inner glyph). / [Denounced] Lose -1 Titan. / [At War] Lose -1 ICON(black disc with white emblem). / [ICON(white glyph in dark lozenge)/7+] Random Argonaut gains 1 Fated Mnemos card.,,,medium,"All seven lozenges legible. Allied/Unfriendly/At War lines print small dark glyphs (outlined triangle, solid inverted triangle, black disc) whose names are unresolved; badge glyph tiny."
c3:13531,c3,13531,暮光探路者,TWILIGHT PATHFINDER,none,none,,,,Resolve an effect based on your Diplomacy with the Twilight Watch. / [Allied] Gain +1 ICON(small dark vessel glyph with pale interior). / [Friendly] Gain +1 Frozen Time. / [Neutral] Gain +1 ICON(solid dark inverted triangle with a white inner glyph). / [Unfriendly] Gain +1 ICON(outlined slanted angular glyph with white bars). / [Denounced] Gain +2 ICON(outlined slanted angular glyph with white bars). / [At War] Lose -1 ✕. / [ICON(white glyph in dark lozenge)/7+] Random Argonaut gains 1 Fated Mnemos card.,,,medium,Title printed on two lines (TWILIGHT / PATHFINDER). Allied and Neutral glyphs are two different dark shapes whose names are unresolved; badge inner glyph tiny.
c3:13532,c3,13532,赫利俄斯圣裁,HELIAN HOLY ADJUDICATORY,none,none,,,,Resolve an effect based on your Diplomacy with the Sunheirs. / [Allied] Gain +1 ✕ and +1 ICON(outlined slanted angular glyph with white bars). / [Friendly] Place 1 ICON(outlined slanted angular glyph with white bars) on Inward Odyssey. / [Neutral] Each Argonaut gains +1 Ψ. / [Unfriendly] Gain +1 ICON(solid dark inverted triangle with a white inner glyph). / [Denounced] Lose -1 ✕ or -1 ICON(black disc with white emblem). / [At War] Gain +1 ICON(pale outlined inverted-triangle glyph with a small inner emblem). / [ICON(white glyph in dark lozenge)/7+] Random Argonaut gains 1 Fated Mnemos card.,,,medium,"All seven lozenges legible; the Friendly line is a placement, not a grant. Small dark grant glyphs (slanted, solid triangle, pale triangle, disc) have unresolved names; badge inner glyph tiny."
c3:13533,c3,13533,咯咯笑,CACKLE,none,none,,,,[ICON(white glyph in dark lozenge)/8+] Resolve an additional ICON(black disc with white beast-head emblem).,,,medium,"No corner disc; code CB1651. Panel holds one badge-conditioned line; the badge's inner white glyph is tiny and unresolved, read as .../8+. Removal banner partly overlapped by the lower-right icon."
c3:13534,c3,13534,契诃夫的太阳,CHEKHOV'S SUN,none,none,,,,"[ICON(outlined slanted angular glyph with white bars)/3+] Lose -1 Frozen Time and either -1 ✕ or -1 ICON(black disc with white emblem). / [ICON(outlined slanted angular glyph with white bars)/3+] If this ability didn't trigger, gain +1 ICON(outlined slanted angular glyph with white bars). / [ICON(outlined slanted angular glyph with white bars)/4+] 有2张回忆卡且回忆节点总数最多的一名阿尔戈英雄将它的回忆卡节点数量互相交换。 / [ICON(outlined slanted angular glyph with white bars)/4+] 在之后的故事步骤中结算因此导致的回忆突破。",,,medium,"No corner disc; code CB1657. Two badge-conditioned blocks (3+ and 4+); the Chinese block split into its two sentences. Badge and gain glyphs are tiny dark angular icons, names unresolved."
c3:13535,c3,13535,熵之拥抱,ENTROPY'S EMBRACE,none,none,,,,Each Argonaut gains as many Ψ and/or Α as you have ICON(outlined triangle glyph). / Then lose -2 ICON(outlined triangle glyph). / [ICON(white Ψ glyph in dark hexagon) 8+ or ICON(white Α glyph in dark hexagon) 4+] Lose -1 ICON(dark disc with a white emblem).,,,medium,Lozenges print Ψ 8+ and Α 4+. The lost resource is a small dark disc with a white emblem; the triangle glyph name is unresolved. No corner disc.
c3:13536,c3,13536,快进,FAST-FORWARDED,none,none,,,,"[ICON(white triangle glyph in dark hexagon) 3+] Lose -2 ICON(outlined triangle glyph) and gain +1 Α. / If this ability didn't trigger, gain +1 ICON(outlined triangle glyph) and remove this card until the next Timeline Battle. / [ICON(white Ψ glyph in dark hexagon) 6+ or ICON(white triangle glyph in dark hexagon) 4+] 改为移出卡组直到下一次定时战斗",,,medium,"Panel badge lozenge prints the triangle glyph plus 3+. Bottom removal block is Chinese only: permanent, with a 'Ψ 6+ or triangle 4+' instead branch."
c3:13537,c3,13537,努比亚商人,NUBIAN TRADERS,none,none,,,,Trading: You may exchange (up to 5 times): / 3 Hyperborean Alloy » 1 Sirenshell / 4 Hyperborean Alloy » 1 Daedalus Makina / 1 Sirenshell » 1 Hyperborean Alloy / 1 Daedalus Makina » 2 Hyperborean Alloy / 1 Clothflesh or Razorclaw » 2 Frozen Ambrosia / 1 Eyecluster or Icarian Feather » 3 Frozen Ambrosia / 4 Frozen Ambrosia » 1 Clothflesh or Razorclaw / 5 Frozen Ambrosia » 1 Eyecluster or Icarian Feather,,,high,"Card printed sideways (title runs vertically); read after a 90 degree rotation. All nine panel lines have no badge lozenge. Two-way trades, so only each line's right-hand resource is listed as a gain."
c3:13538,c3,13538,倒带,REWOUND,none,none,,,,"[ICON(white triangle glyph in dark hexagon) 3+] Lose -1 ICON(outlined triangle glyph) and return to the previous tile (treat this tile as explored). / If this ability didn't trigger, gain +1 ICON(outlined triangle glyph) and remove this card until the next Timeline Battle. / [ICON(white Ψ glyph in dark hexagon) 5+ or ICON(white triangle glyph in dark hexagon) 5+] 改为移出卡组直到下一次定时战斗",,,medium,"Panel badge prints the triangle glyph plus 3+. Bottom Chinese-only block: permanent removal, instead branch conditioned on 'Ψ 5+ or triangle 5+'. Glyph names unresolved."
c3:13539,c3,13539,间谍网络,SPY NETWORK,none,none,,,,Gain +1 ICON(dark banner-shaped glyph). / Roll a d10. / [Allied] On 8+ gain +1 ICON(dark structure-with-cross glyph).,,,medium,"Badge lozenge clearly reads 'Allied'. Both resources are small dark icons (banner-like and a structure/fortress with a cross), no printed names."
c3:13540,c3,13540,轮回收紧,TIGHTENING THE LOOP,none,none,,,,"[ICON(white triangle glyph in dark hexagon) 3+] Lose -2 ICON(outlined triangle glyph) and lower your Loop Length by 1. / If this ability didn't trigger, gain +1 ICON(outlined triangle glyph) and remove this card until the next Timeline Battle. / [ICON(white Ψ glyph in dark hexagon) 7+ or ICON(white triangle glyph in dark hexagon) 7+] 改为移出卡组直到下一次定时战斗",,,medium,Panel badge prints the triangle glyph plus 3+; bottom instead branch reads 'Ψ 7+ or triangle 7+'. Both thresholds and the Loop Length wording are clear.
c3:13541,c3,13541,明日边缘,TOMORROW'S EDGE,none,none,,,,"If on a ICON(sun with rays) Map Tile: Gain +1 ICON(outlined triangle glyph). / [ICON(white triangle glyph in dark hexagon) 3+] See the Tomorrow's Edge special event. / If this ability didn't trigger, gain +1 ICON(outlined triangle glyph) and remove this card until the next Timeline Battle. / [ICON(white Ψ glyph in dark hexagon) 7+] 改为移出卡组直到下一次定时战斗",,,medium,"Panel badge prints the triangle glyph plus 3+; the bottom instead branch carries a single lozenge, Ψ 7+, followed by 改为. 'Tomorrow's Edge' is set in italics on the card."
c4:9300,c4,9300,,IREM METROPOLIS RUINS,resource-plus,partial,Babylonian Contraption ×5,Babylonian Contraption×5,,[At War] Lose -1 ICON(dark round glyph with a pale inner mark).,,,medium,"Disc 25, code DB2145. The At War clause's loss target is an icon-only dark round glyph (pale inner marks); no resource name is printed. 5 and all words clear."
c4:9301,c4,9301,,CLOUD THIEVES SKYSHIP,resource-plus,partial,Cursed Derelict ×5,Cursed Derelict×5,,[Allied] Lose -1 Titan.,,,medium,"Disc 24, code DB2144. The Allied clause ends in the Titan glyph, pixel-identical to the c1 'Lose -1 Titan.' glyph; no word printed. Amount 5 clear."
c4:9302,c4,9302,,FORLORN BURIED PORT,resource-plus,partial,Cursed Derelict ×4,Cursed Derelict×4,,[Allied] Lose -1 Titan.,,,medium,"Disc 20, code DB2143. Same wording as c4:9301 but amount 4; Allied clause again ends in the unlabelled Titan glyph."
c4:9303,c4,9303,,BURIED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×3,Imperial Scroll×3,,You may gain +1 ICON(dark droplet/shield glyph with a pale inner mark) to gain +1 Priest.,,,medium,"Disc 16, code DB2142. Second sentence is the optional 'you may' trade (prints over two lines) and carries no badge; its +1 target is an icon-only glyph, name unresolved."
c4:9304,c4,9304,,SCORCHED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×4,Imperial Scroll×4,,[Denounced-] Gain +1 ICON(dark droplet/shield glyph with a pale inner mark).,,,medium,"Disc 18, code DB2141. Denounced- clause grants +1 of the same icon-only droplet glyph as c4:9303; no printed resource name. Amount 4 clear."
c4:9305,c4,9305,,IREM METROPOLIS OUTSKIRTS,resource-plus,partial,Babylonian Contraption ×2,Babylonian Contraption×2,,[Denounced-] Random Argonaut gains a random Curse Affliction.,,,high,"Disc 15, code DB2140. All words and the amount 2 are clear; badge prints 'Denounced-' with a trailing hyphen; panel contains no picture glyphs."
c4:9306,c4,9306,,FORLORN BURIED PORT,resource-plus,partial,Cursed Derelict ×4,Cursed Derelict×4,,[Denounced-] Gain +3 Λ as a group.,,,medium,"Disc 17, code DB2139. 'as a group.' sits on the second printed line; the granted stat glyph is read as Λ (same sentence as sibling c4:9320 'Gain +3 Λ as a group.')."
c4:9307,c4,9307,,DOOMED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×2,Imperial Scroll×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,No Chinese title. Second grant prints a psi glyph (Ψ) instead of an English resource name; badge 'Denounced-' with trailing minus. Divider between the two lines.
c4:9308,c4,9308,,ABANDONED DERELICT,resource-only,full,Cursed Derelict ×2；Friendly+（+1 或更好） → Cursed Derelict ×3,Cursed Derelict×2,[Friendly+]Cursed Derelict×3（替换）,,,,high,No Chinese title. Badge reads 'Friendly+' (plus present); thin divider separates the base grant from the replacement branch.
c4:9309,c4,9309,,BEACHED FLEET,resource-plus,partial,Cursed Derelict ×3,Cursed Derelict×3,,[At War] Lose -1 Titan.,,,high,"No Chinese title. Badge 'At War' clear. Titan is a track loss, not an Argo resource, so it sits in otherEffects."
c4:9310,c4,9310,,BURIED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×3,Imperial Scroll×3,,[Denounced-] Gain +1 Ψ.,,,medium,No Chinese title. Grant after '+1' is a tiny dark trident/psi-like token with no printed English name; read as Ψ. Digit 1 clear; badge 'Denounced-'.
c4:9311,c4,9311,,IREM METROPOLIS RUINS,resource-only,full,Babylonian Contraption ×3；Allied（+2 或更好） → Golden Bough Rare ×1,Babylonian Contraption×3,[Allied]Golden Bough Rare×1（追加）,,,,high,"No Chinese title. Badge reads 'Allied' (no +/- suffix). Corner disc prints two serif strokes, i.e. II = 11; code DB2134."
c4:9312,c4,9312,,BEACHED FLEET,resource-plus,partial,Cursed Derelict ×3,Cursed Derelict×3,,[Denounced-] Gain +1 Ψ.,,,medium,"No Chinese title. '+1' target is a small dark token with a pale trident/psi mark, no English name; read as Ψ. Disc prints I+O style 10; code DB2133."
c4:9313,c4,9313,,TITAN,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,high,"No Chinese title. Second gain uses an omega glyph (Ω) as printed, conditioned on 'Friendly+', with 'as a group'; divider above it. Disc 36, code DB2132."
c4:9314,c4,9314,,DOOMED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×2,Imperial Scroll×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,Badge reads Denounced- (trailing minus tiny). Second grant prints a symbol glyph (Ψ) instead of an English resource name; no 'instead' word on card.
c4:9315,c4,9315,,DOOMED PERSIAN CITY,resource-plus,partial,Imperial Scroll ×2,Imperial Scroll×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,Text identical to DB2131. Badge Denounced-; second grant prints symbol glyph (Ψ) rather than an English resource name.
c4:9316,c4,9316,,IMPERIAL OUTPOST,resource-only,full,Imperial Scroll ×1；Friendly+（+1 或更好） → Imperial Scroll ×2,Imperial Scroll×1,[Friendly+]Imperial Scroll×2（替换）,,,,high,Badge clearly Friendly+ (plus sign present). No Chinese title on card.
c4:9317,c4,9317,,IMPERIAL OUTPOST,resource-only,full,Imperial Scroll ×1；Friendly+（+1 或更好） → Imperial Scroll ×2,Imperial Scroll×1,[Friendly+]Imperial Scroll×2（替换）,,,,high,"Text identical to DB2129; badge Friendly+ legible, plus sign visible."
c4:9318,c4,9318,,BABYLONIAN COMPLEX,resource-only,full,Babylonian Contraption ×2；Denounced-（-2 或更差） → Babylonian Contraption ×1,Babylonian Contraption×2,[Denounced-]Babylonian Contraption×1（替换）,,,,high,Badge Denounced- (trailing dash small but present). All digits clear.
c4:9319,c4,9319,,BABYLONIAN RUINS,resource-only,full,Babylonian Contraption ×1；Friendly+（+1 或更好） → Babylonian Contraption ×2,Babylonian Contraption×1,[Friendly+]Babylonian Contraption×2（替换）,,,,high,Badge Friendly+ clearly legible; singular/plural as printed.
c4:9320,c4,9320,,SHATTERED THRONE FRAGMENT,resource-plus,partial,Burned-out Grace ×2,Burned-out Grace×2,,[Denounced-] Gain +3 Λ as a group.,,,high,Second grant prints a lambda-like glyph (Λ) rather than an English resource name; card has no 'instead'. Badge Denounced-.
c4:9321,c4,9321,,Shattered Throne Lump,resource-only,full,Burned-out Grace ×1；Friendly+（+1 或更好） → Burned-out Grace ×2,Burned-out Grace×1,[Friendly+]Burned-out Grace×2（替换）,,,,high,Whole panel read cleanly; badge 'Friendly+' clearly legible.
c4:9322,c4,9322,,Shattered Throne Fragment,resource-plus,partial,Burned-out Grace ×2；（未识别）ICON(small dark round ×1,Burned-out Grace×2,,,未在 c4 记录表资源表里找到：ICON(small dark round,,medium,"Badge 'Denounced-' clear. Second grant's resource is an unlabelled icon glyph, no printed name readable."
c4:9323,c4,9323,,Charred Steps,resource-plus,partial,Blackened Halo ×1；（未识别）ICON(dark upended-V ×3,Blackened Halo×1,,,未在 c4 记录表资源表里找到：ICON(dark upended-V,,medium,Disc glyph reads as serif 'I' (may be numeral 1). Granted resource shown only as an icon glyph; 'as a group' split out.
c4:9324,c4,9324,,Charred Steps,resource-only,full,Blackened Halo ×1；Friendly+（+1 或更好） → Blackened Halo ×2,Blackened Halo×1,[Friendly+]Blackened Halo×2（替换）,,,,high,Panel fully legible; shares title with c4:9323 but has code DB2121.
c4:9325,c4,9325,,Charred Gateway,resource-only,full,Blackened Halo ×2；Friendly+（+1 或更好） → Blackened Halo ×3,Blackened Halo×2,[Friendly+]Blackened Halo×3（替换）,,,,high,Panel fully legible; amounts 2 and 3 certain.
c4:9326,c4,9326,,Mounting Imperial Pressure,none,none,,,,Do not gain any resources or Titans from this stack. / [ICON(white trident-like glyph on dark lozenge)/6+] Permanently remove a random Cycle IV Unique ICON(small black splatter-like card-type icon) you have in the Argo Armory from the game.,,,medium,Badge is a glyph lozenge plus '6+'; the glyph itself is not a readable word. Inline Unique-type icon also pictographic.
